StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent Y/N,Consent Y/N_DO,Q110,Q110_DO,Mental,Mental_DO,MeditationExp,MeditationExp_DO,FirstLanguage,EngLevel,EngLevel_DO,Ipip1,Ipip2,Ipip3,Ipip4,Ipip5,Ipip6,Ipip7,Ipip8,Ipip9,Ipip10,Ipip11,Ipip12,Ipip13,Ipip14,Ipip15,Ipip16,Ipip17,Ipip18,Ipip19,Ipip20,lock14b_First Click,lock14b_Last Click,lock14b_Page Submit,lock14b_Click Count,lock14d_First Click,lock14d_Last Click,lock14d_Page Submit,lock14d_Click Count,lock14f_First Click,lock14f_Last Click,lock14f_Page Submit,lock14f_Click Count,lock14h_First Click,lock14h_Last Click,lock14h_Page Submit,lock14h_Click Count,Q133_First Click,Q133_Last Click,Q133_Page Submit,Q133_Click Count,Q123_First Click,Q123_Last Click,Q123_Page Submit,Q123_Click Count,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q129_First Click,Q129_Last Click,Q129_Page Submit,Q129_Click Count,Stai1,Stai2,Stai3,Stai4,Stai5,Stai6,Stai7,Stai8,Stai9,Stai10,Stai11,Stai12,Stai13,Stai14,Stai15,Stai16,Stai17,Stai18,Stai19,Stai20,Sam1,Sam2,Sam3,Age,Gender,Gender_5_TEXT,Gender_DO,CountryBirth,CountryLive,Student,Student_DO,Univ,Job,FL_166_DO,FL_123_DO,Moderator-Neuroticism_DO,DVs_DO
2022-03-23 08:11:54,2022-03-23 08:13:58,0,100,124,1,2022-03-23 08:13:58,R_2TvdJEW0ISueJAQ,anonymous,SPRI,1,1|2,2,2|1,4,1|4,1,1|2,English,3,5|1|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 08:14:36,2022-03-23 08:15:23,0,100,47,1,2022-03-23 08:15:24,R_3PhPsrLrZlSNJNV,anonymous,SPRI,1,1|2,2,2|1,4,4|1,2,2|1,"English ",3,2|3|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 08:15:29,2022-03-23 08:15:38,0,100,9,1,2022-03-23 08:15:38,R_1esED4FJWQvkvte,anonymous,SPRI,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 07:58:58,2022-03-23 08:18:50,0,100,1191,1,2022-03-23 08:18:51,R_afmx83s3xPLnPxf,anonymous,QUEE,1,1|2,1,1|2,4,4|1,2,2|1,english,2,5|2|3|1,3,3,3,5,5,4,3,4,4,5,3,3,1,3,3,2,2,2,2,3,,,,,,,,,0,0,862.964,0,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,5,6,18,2,,3|1|6|2|4|5,India,Australia,2,2|1,the University of Queensland,,,,NeuroticismIntro|Ipip4|Ipip5|Ipip14|Ipip7|Ipip13|Ipip1|Ipip12|Ipip15|Ipip16|Ipip18|Ipip17|Ipip20|Ipip10|Ipip2|Ipip8|Ipip3|Ipip6|Ipip9|Ipip19|Ipip11,StressIntro|Stai14|Stai6|Stai15|Stai8|Stai4|Stai17|Stai11|Stai10|Stai20|Stai2|Stai16|Stai9|Stai7|Stai18|Stai5|Stai19|Stai3|Stai1|Stai13|Stai12
2022-03-23 08:21:31,2022-03-23 08:23:06,0,100,95,1,2022-03-23 08:23:07,R_2qefUYTFY3ISddF,anonymous,QUEE,1,1|2,1,1|2,1,4|1,2,1|2,English,3,5|3|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 08:29:17,2022-03-23 08:31:54,0,100,157,1,2022-03-23 08:31:55,R_1g5ubir0eNlWJzx,anonymous,WITT,1,1|2,1,1|2,4,4|1,1,1|2,"English ",3,1|3|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 08:54:05,2022-03-23 09:21:45,0,100,1660,1,2022-03-23 09:21:46,R_VUrPQeJM1cqfIR3,anonymous,SPRI,1,2|1,1,2|1,4,1|4,2,2|1,Spanish,3,1|3|5|2,3,3,3,2,2,4,3,4,4,5,3,2,4,3,3,1,4,4,4,4,,,,,,,,,,,,,78.745,1037.005,1038.35,4,,,,,,,,,,,,,,,,,4,2,1,1,3,1,1,4,1,4,3,1,1,1,4,2,1,2,3,3,6,5,9,22,2,,5|3|2|4|6|1,Puerto Rico,United States of America,2,1|2,Springfield college,,,,NeuroticismIntro|Ipip6|Ipip4|Ipip12|Ipip16|Ipip3|Ipip20|Ipip10|Ipip7|Ipip9|Ipip17|Ipip19|Ipip14|Ipip13|Ipip5|Ipip15|Ipip2|Ipip8|Ipip1|Ipip11|Ipip18,StressIntro|Stai2|Stai15|Stai12|Stai5|Stai19|Stai13|Stai7|Stai16|Stai1|Stai9|Stai3|Stai17|Stai6|Stai20|Stai10|Stai11|Stai4|Stai8|Stai18|Stai14
2022-03-23 09:53:11,2022-03-23 09:54:31,0,100,79,1,2022-03-23 09:54:31,R_3EGCEGPM5eFlcx4,anonymous,IOWA,1,2|1,2,2|1,4,1|4,2,1|2,English,3,1|5|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 10:26:49,2022-03-23 10:45:31,0,100,1121,1,2022-03-23 10:45:32,R_3nkMkziF86npwDn,anonymous,SPRI,1,1|2,1,2|1,4,1|4,2,2|1,English,3,1|3|2|5,1,1,1,2,1,1,1,2,1,4,5,5,5,4,5,4,4,4,4,5,,,,,870.258,870.258,871.546,1,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,3,4,8,7,8,19,2,,5|3|6|4|2|1,USA,USA,2,2|1,Springfield College,,,,NeuroticismIntro|Ipip17|Ipip9|Ipip15|Ipip11|Ipip2|Ipip10|Ipip4|Ipip1|Ipip12|Ipip8|Ipip16|Ipip20|Ipip18|Ipip13|Ipip6|Ipip19|Ipip5|Ipip14|Ipip3|Ipip7,StressIntro|Stai2|Stai11|Stai20|Stai1|Stai18|Stai17|Stai19|Stai12|Stai3|Stai13|Stai16|Stai14|Stai15|Stai10|Stai6|Stai9|Stai4|Stai5|Stai8|Stai7
2022-03-23 10:44:35,2022-03-23 11:05:50,0,100,1275,1,2022-03-23 11:05:50,R_tEBV2qGRmtz13fX,anonymous,NEWF,1,2|1,1,2|1,4,1|4,2,2|1,English,2,5|1|3|2,3,4,2,3,4,4,2,4,4,4,4,1,2,2,2,2,2,2,2,3,,,,,,,,,,,,,,,,,0,0,1.009,0,,,,,2.308,872.767,874.766,4,,,,,2,2,1,1,2,1,2,2,1,3,1,1,1,1,3,3,1,1,2,3,6,4,5,20,2,,2|4|1|5|6|3,Canada,Canada,2,2|1,Memorial university of Newfoundland,,,Condition5b:TheOldMan,NeuroticismIntro|Ipip11|Ipip7|Ipip2|Ipip20|Ipip9|Ipip6|Ipip12|Ipip18|Ipip1|Ipip4|Ipip13|Ipip16|Ipip15|Ipip19|Ipip5|Ipip17|Ipip10|Ipip8|Ipip3|Ipip14,StressIntro|Stai19|Stai4|Stai3|Stai7|Stai1|Stai14|Stai6|Stai20|Stai11|Stai5|Stai10|Stai18|Stai9|Stai15|Stai17|Stai12|Stai16|Stai2|Stai13|Stai8
2022-03-23 11:12:38,2022-03-23 11:15:14,0,100,155,1,2022-03-23 11:15:14,R_3DjfJEDtIfTBGFs,anonymous,QUEE,1,1|2,1,1|2,4,1|4,2,2|1,Cantonese,5,5|1|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 11:08:54,2022-03-23 11:32:07,0,100,1392,1,2022-03-23 11:32:07,R_2PnS8IUM2tDvQ32,anonymous,QUEE,1,1|2,1,1|2,4,1|4,2,2|1,English,3,3|2|1|5,2,2,2,3,2,3,1,2,1,4,4,4,4,3,2,4,4,3,4,4,,,,,0,0,916.18,0,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,2,1,2,2,1,2,3,3,1,1,2,3,2,1,3,3,6,2,7,20,2,,2|4|5|3|6|1,Australia,Australia,2,1|2,University of Queensland,,,,NeuroticismIntro|Ipip5|Ipip12|Ipip11|Ipip8|Ipip4|Ipip2|Ipip18|Ipip1|Ipip17|Ipip6|Ipip13|Ipip16|Ipip9|Ipip20|Ipip3|Ipip7|Ipip19|Ipip15|Ipip10|Ipip14,StressIntro|Stai4|Stai2|Stai7|Stai3|Stai12|Stai10|Stai5|Stai19|Stai13|Stai20|Stai15|Stai14|Stai17|Stai16|Stai11|Stai18|Stai1|Stai9|Stai8|Stai6
2022-03-23 11:15:23,2022-03-23 11:38:25,0,100,1381,1,2022-03-23 11:38:25,R_2EENjEyunGpsIhE,anonymous,QUEE,1,1|2,1,2|1,4,4|1,2,1|2,Cantonese,2,1|3|2|5,3,1,3,4,4,4,2,2,4,2,3,3,2,2,3,3,3,3,4,2,0,0,921.164,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,5,5,4,"18 ",2,,1|4|6|5|3|2,Hong Kong,"Australia ",2,1|2,University of Queensland,,,,NeuroticismIntro|Ipip20|Ipip18|Ipip2|Ipip19|Ipip8|Ipip1|Ipip16|Ipip6|Ipip17|Ipip10|Ipip14|Ipip5|Ipip4|Ipip3|Ipip7|Ipip9|Ipip15|Ipip12|Ipip11|Ipip13,StressIntro|Stai11|Stai3|Stai9|Stai14|Stai19|Stai8|Stai13|Stai18|Stai20|Stai12|Stai10|Stai7|Stai15|Stai5|Stai1|Stai4|Stai16|Stai2|Stai17|Stai6
2022-03-23 11:39:40,2022-03-23 11:41:58,0,100,137,1,2022-03-23 11:41:59,R_OAObAkNJ0xAFBTP,anonymous,LOYO,1,2|1,2,1|2,4,1|4,2,2|1,English,2,5|1|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16 11:16:12,2022-03-16 11:48:33,0,9,1940,0,2022-03-23 11:48:33,R_29s2xFSQgPqqvoN,anonymous,NORT1,1,1|2,2,1|2,4,4|1,1,1|2,English,5,1|5|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 12:36:10,2022-03-23 12:37:27,0,100,77,1,2022-03-23 12:37:27,R_2xORm2buuxUKx80,anonymous,CONN,1,2|1,2,1|2,4,1|4,2,1|2,English,5,2|1|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 08:34:10,2022-03-23 12:50:15,0,100,15365,1,2022-03-23 12:50:15,R_25H33OU0oNLHbUk,anonymous,SPRI,1,2|1,1,2|1,4,1|4,2,2|1,English,3,5|2|1|3,2,1,2,3,4,2,3,4,3,4,4,4,2,2,3,3,4,3,3,2,,,,,,,,,0,0,842.417,0,,,,,,,,,,,,,,,,,,,,,4,4,1,2,4,2,1,4,1,4,3,1,1,2,4,3,1,1,3,3,7,5,5,18,2,,2|3|6|1|5|4,United States,United States,2,2|1,Springfield College,,,,NeuroticismIntro|Ipip9|Ipip4|Ipip10|Ipip5|Ipip1|Ipip2|Ipip14|Ipip20|Ipip7|Ipip11|Ipip8|Ipip19|Ipip13|Ipip16|Ipip17|Ipip15|Ipip3|Ipip6|Ipip18|Ipip12,StressIntro|Stai10|Stai1|Stai16|Stai20|Stai17|Stai14|Stai18|Stai2|Stai6|Stai19|Stai13|Stai12|Stai15|Stai8|Stai4|Stai11|Stai7|Stai3|Stai9|Stai5
2022-03-23 13:30:25,2022-03-23 13:32:27,0,100,121,1,2022-03-23 13:32:27,R_2AYbruFiAhUFwGg,anonymous,SPRI,1,1|2,1,2|1,4,1|4,1,2|1,English,3,5|2|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 13:39:37,2022-03-23 13:41:21,0,100,103,1,2022-03-23 13:41:21,R_sciTkQujTmNq9zj,anonymous,LOYO,1,1|2,2,1|2,1,4|1,1,1|2,English,3,2|5|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 13:41:28,2022-03-23 13:42:19,0,100,50,1,2022-03-23 13:42:19,R_33l3ff91UpAkgwm,anonymous,LOYO,1,2|1,2,2|1,4,4|1,2,2|1,English,3,2|3|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 13:23:27,2022-03-23 13:43:31,0,100,1203,1,2022-03-23 13:43:31,R_POIt0v7LgInO5XP,anonymous,IOWA,1,2|1,1,2|1,4,4|1,2,2|1,English,3,1|3|5|2,2,2,2,3,3,4,1,4,4,5,3,4,3,4,3,4,5,3,3,5,,,,,,,,,,,,,746.033,746.882,842.698,3,,,,,,,,,,,,,,,,,3,3,1,2,3,1,1,4,1,3,3,1,2,1,4,4,1,1,3,3,7,3,5,19,1,,3|6|2|4|5|1,United States,United States,2,1|2,Iowa State University,,,,NeuroticismIntro|Ipip9|Ipip11|Ipip1|Ipip8|Ipip5|Ipip10|Ipip19|Ipip2|Ipip20|Ipip18|Ipip14|Ipip6|Ipip4|Ipip15|Ipip17|Ipip16|Ipip3|Ipip13|Ipip12|Ipip7,StressIntro|Stai10|Stai8|Stai5|Stai20|Stai19|Stai2|Stai16|Stai15|Stai12|Stai9|Stai4|Stai17|Stai7|Stai1|Stai3|Stai6|Stai18|Stai11|Stai14|Stai13
2022-03-23 13:33:25,2022-03-23 13:52:10,0,100,1125,1,2022-03-23 13:52:11,R_3qwCfgWNECOinQ4,anonymous,SPRI,1,2|1,1,2|1,4,1|4,2,2|1,English,3,5|1|3|2,2,2,2,1,3,2,2,2,2,3,2,4,4,4,4,4,3,4,3,4,,,,,0,0,854.026,0,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,3,1,2,3,1,3,3,2,1,1,3,3,1,2,3,3,7,2,7,19,2,,2|6|4|1|3|5,United States,United States,2,1|2,Springfield College,,,,NeuroticismIntro|Ipip6|Ipip12|Ipip5|Ipip14|Ipip13|Ipip7|Ipip2|Ipip18|Ipip20|Ipip16|Ipip10|Ipip11|Ipip1|Ipip3|Ipip9|Ipip4|Ipip8|Ipip15|Ipip19|Ipip17,StressIntro|Stai7|Stai6|Stai18|Stai3|Stai10|Stai16|Stai19|Stai1|Stai8|Stai13|Stai11|Stai14|Stai12|Stai4|Stai20|Stai17|Stai9|Stai5|Stai2|Stai15
2022-03-23 13:42:23,2022-03-23 14:20:16,0,100,2272,1,2022-03-23 14:20:16,R_249MHtUn5gekAAF,anonymous,LOYO,1,1|2,1,2|1,4,4|1,2,1|2,English,3,2|1|5|3,2,1,2,1,4,2,2,4,4,4,2,5,4,4,4,4,5,4,4,5,,,,,,,,,,,,,,,,,0,0,1.114,0,,,,,,,,,0,0,903.014,0,3,3,1,1,3,1,1,3,1,3,2,1,1,2,3,3,1,1,3,3,7,4,5,19,1,,2|6|1|3|5|4,United States,United States,2,2|1,Loyola Marymount University,,,Condition5c:Smith,NeuroticismIntro|Ipip5|Ipip10|Ipip16|Ipip14|Ipip4|Ipip2|Ipip19|Ipip6|Ipip8|Ipip12|Ipip9|Ipip11|Ipip15|Ipip17|Ipip20|Ipip3|Ipip7|Ipip18|Ipip1|Ipip13,StressIntro|Stai9|Stai6|Stai18|Stai7|Stai17|Stai11|Stai14|Stai20|Stai15|Stai12|Stai2|Stai16|Stai19|Stai3|Stai4|Stai8|Stai1|Stai10|Stai5|Stai13
2022-03-23 14:32:01,2022-03-23 14:33:15,0,100,73,1,2022-03-23 14:33:15,R_20UnWeFUBFySSOe,anonymous,SPRI,1,1|2,2,2|1,4,4|1,1,2|1,English,3,5|1|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 15:12:26,2022-03-23 15:14:11,0,100,104,1,2022-03-23 15:14:12,R_1DINm57mt2vGC3A,anonymous,IOWA,1,2|1,2,1|2,4,1|4,1,2|1,English,3,5|2|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 15:56:57,2022-03-23 15:59:25,0,100,148,1,2022-03-23 15:59:26,R_1mOzKvht2Z7MwZB,anonymous,DIGI,1,1|2,2,1|2,4,1|4,2,2|1,English,3,3|2|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 15:59:33,2022-03-23 16:19:35,0,100,1201,1,2022-03-23 16:19:35,R_1QAAKoom3yRAEl3,anonymous,DIGI,1,1|2,1,2|1,4,4|1,2,2|1,English,3,1|2|3|5,1,1,2,1,2,3,1,2,1,4,2,4,3,4,4,4,1,3,4,5,,,,,,,,,,,,,0,0,904.542,0,,,,,,,,,,,,,,,,,4,3,1,1,4,1,1,2,1,3,3,1,1,1,4,4,1,1,2,4,8,1,7,19,1,,2|4|5|3|6|1,United States of America,USA,2,1|2,DigiPen Institute of Technology,,,,NeuroticismIntro|Ipip3|Ipip6|Ipip13|Ipip5|Ipip15|Ipip11|Ipip12|Ipip1|Ipip9|Ipip7|Ipip14|Ipip19|Ipip8|Ipip16|Ipip18|Ipip4|Ipip2|Ipip17|Ipip10|Ipip20,StressIntro|Stai6|Stai17|Stai12|Stai7|Stai9|Stai11|Stai16|Stai18|Stai13|Stai20|Stai3|Stai8|Stai14|Stai15|Stai4|Stai19|Stai5|Stai10|Stai2|Stai1
2022-03-23 16:21:32,2022-03-23 16:22:33,0,100,61,1,2022-03-23 16:22:34,R_1OvsPGRZhYLP4F4,anonymous,LOYO,1,2|1,2,1|2,4,1|4,1,2|1,English,3,1|2|3|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 17:25:01,2022-03-23 17:31:30,0,100,389,1,2022-03-23 17:31:30,R_2OJCTIRBTrC4DgD,anonymous,FRAS,1,1|2,1,1|2,1,1|4,1,2|1,English,2,1|3|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 17:49:30,2022-03-23 17:50:57,0,100,87,1,2022-03-23 17:50:58,R_3MR6cKyjDy1GZa6,anonymous,SUNY,1,2|1,1,2|1,1,4|1,1,2|1,English,2,3|1|2|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 17:51:04,2022-03-23 18:11:09,0,100,1204,1,2022-03-23 18:11:09,R_ByUHx4HxMmPQdsB,anonymous,SUNY,1,1|2,1,1|2,4,4|1,2,2|1,English,2,2|1|5|3,3,1,3,3,3,4,4,4,4,5,2,4,3,2,4,2,3,2,4,3,0,0,959.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,2,3,2,2,3,2,3,4,3,2,3,3,3,2,2,3,3,7,6,7,19,2,,6|3|4|5|2|1,USA,USA,2,2|1,Brockport,,,,NeuroticismIntro|Ipip6|Ipip10|Ipip4|Ipip1|Ipip12|Ipip9|Ipip8|Ipip18|Ipip3|Ipip5|Ipip13|Ipip19|Ipip7|Ipip14|Ipip11|Ipip15|Ipip20|Ipip16|Ipip17|Ipip2,StressIntro|Stai13|Stai6|Stai15|Stai1|Stai20|Stai9|Stai14|Stai8|Stai5|Stai17|Stai19|Stai7|Stai2|Stai12|Stai10|Stai16|Stai4|Stai11|Stai18|Stai3
2022-03-23 18:14:41,2022-03-23 18:15:21,0,100,40,1,2022-03-23 18:15:22,R_1I7bUNYiIphjQxO,anonymous,MACQ,1,2|1,2,2|1,4,1|4,2,1|2,English,3,2|5|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 18:15:48,2022-03-23 18:18:23,0,100,154,1,2022-03-23 18:18:23,R_3ikX3gG9R7e9IzO,anonymous,LIME,1,1|2,2,2|1,4,1|4,1,2|1,English,3,2|5|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 18:17:57,2022-03-23 18:19:39,0,100,102,1,2022-03-23 18:19:40,R_1jp1iTLEzB3Cbmz,anonymous,QUEE,1,1|2,1,1|2,1,1|4,2,2|1,English,3,3|1|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 18:04:58,2022-03-23 18:27:05,0,100,1327,1,2022-03-23 18:27:06,R_2abicMYNTgnfupL,anonymous,QUEE,1,2|1,1,1|2,4,4|1,2,1|2,English,3,1|5|3|2,3,3,2,4,3,4,3,4,2,4,4,5,2,5,4,2,3,2,4,3,,,,,897.33,897.33,906.838,1,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,1,4,1,2,3,1,3,3,1,1,1,4,3,2,2,4,4,8,3,5,18,2,,2|5|3|4|1|6,Australia,Australia,2,1|2,UQ,,,,NeuroticismIntro|Ipip8|Ipip10|Ipip11|Ipip15|Ipip13|Ipip20|Ipip5|Ipip3|Ipip1|Ipip7|Ipip12|Ipip9|Ipip18|Ipip2|Ipip16|Ipip19|Ipip14|Ipip17|Ipip6|Ipip4,StressIntro|Stai18|Stai16|Stai14|Stai15|Stai6|Stai5|Stai13|Stai8|Stai20|Stai9|Stai7|Stai3|Stai17|Stai19|Stai10|Stai12|Stai11|Stai4|Stai1|Stai2
2022-03-23 18:15:31,2022-03-23 18:31:17,0,100,946,1,2022-03-23 18:31:18,R_2sTsLV3gygk1Blv,anonymous,MACQ,1,1|2,1,1|2,4,4|1,2,1|2,English,3,1|2|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,843.661,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3|4|2|6|5|1,,,2,1|2,,,,,NeuroticismIntro|Ipip20|Ipip18|Ipip5|Ipip11|Ipip17|Ipip12|Ipip13|Ipip4|Ipip7|Ipip14|Ipip1|Ipip9|Ipip3|Ipip2|Ipip10|Ipip6|Ipip19|Ipip15|Ipip8|Ipip16,StressIntro|Stai12|Stai1|Stai20|Stai10|Stai5|Stai18|Stai19|Stai4|Stai7|Stai14|Stai15|Stai16|Stai17|Stai13|Stai3|Stai11|Stai2|Stai9|Stai8|Stai6
2022-03-23 18:19:46,2022-03-23 18:40:41,0,100,1254,1,2022-03-23 18:40:41,R_1Ng1mgsBpNi6NU9,anonymous,QUEE,1,2|1,1,2|1,4,4|1,2,1|2,English,3,5|2|3|1,5,5,5,5,4,4,5,5,4,4,4,3,1,2,1,2,5,4,5,2,,,,,,,,,,,,,216.586,216.586,873.065,1,,,,,,,,,,,,,,,,,4,3,2,1,3,1,1,3,2,3,2,1,1,1,3,2,1,1,4,4,7,2,7,18,2,,1|2|6|3|4|5,Australia,"Australia ",2,1|2,The University of Queensland,,,,NeuroticismIntro|Ipip5|Ipip20|Ipip10|Ipip18|Ipip7|Ipip11|Ipip14|Ipip8|Ipip1|Ipip3|Ipip6|Ipip15|Ipip9|Ipip13|Ipip12|Ipip16|Ipip4|Ipip2|Ipip17|Ipip19,StressIntro|Stai6|Stai11|Stai7|Stai3|Stai13|Stai18|Stai4|Stai14|Stai10|Stai17|Stai8|Stai5|Stai2|Stai15|Stai20|Stai1|Stai9|Stai16|Stai12|Stai19
2022-03-23 18:56:36,2022-03-23 18:57:26,0,100,50,1,2022-03-23 18:57:27,R_3rY7JciVTifGi4K,anonymous,MACQ,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 18:57:41,2022-03-23 18:59:17,0,100,96,1,2022-03-23 18:59:17,R_1DUuaHCFPUGszFV,anonymous,MACQ,1,2|1,2,1|2,4,1|4,1,2|1,English,3,5|2|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 18:59:21,2022-03-23 19:00:11,0,100,49,1,2022-03-23 19:00:11,R_3Epce5pOPXh3eNb,anonymous,MACQ,1,2|1,1,1|2,4,1|4,1,2|1,English,3,5|1|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 19:01:53,2022-03-23 19:02:30,0,100,37,1,2022-03-23 19:02:30,R_28J2LhdKqRCRVr8,anonymous,MACQ,1,1|2,2,2|1,4,1|4,1,1|2,English,1,1|2|3|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 19:03:01,2022-03-23 19:05:18,0,100,137,1,2022-03-23 19:05:19,R_3Hzu6rONM0Ea3MB,anonymous,LOYO,1,1|2,1,2|1,1,1|4,1,2|1,English,3,2|1|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
